SRX1674506	TFs and others	MBD3	Uterus	HeLa	35004	451/2546	33/81	-5.56821	-1.52124	0.4348
SRX5234514	TFs and others	SMARCB1	Kidney	TTC1240	3755	49/2546	2/81	-0.173835	0	0.779458
SRX6487047	TFs and others	FOXA1	Breast	MCF-7	3293	49/2546	2/81	-0.173835	0	0.779458
SRX7767645	TFs and others	GATA2	Uterus	Endometrial stromal cells	11075	49/2546	2/81	-0.173835	0	0.779458
SRX7971781	TFs and others	STAT3	Blood	Th2 Cells	1866	49/2546	2/81	-0.173835	0	0.779458
SRX9683970	TFs and others	ESRRA	Breast	MDA-MB-231	3385	49/2546	2/81	-0.173835	0	0.779458
SRX8673475	TFs and others	CTCF	Bone	HT-1080	59657	505/2546	14/81	-0.173172	0	1.1476
SRX3110744	TFs and others	ESR1	Breast	MCF-7	55147	506/2546	14/81	-0.17315	0	1.14987
SRX103009	TFs and others	MYC	Blood	K-562	8472	502/2546	14/81	-0.173143	0	1.14078
SRX4116559	TFs and others	FOXP1	Blood	B cells	8899	502/2546	14/81	-0.173143	0	1.14078
SRX573028	TFs and others	AFF4	Uterus	HeLa	4520	507/2546	14/81	-0.173114	0	1.15214
SRX4611732	TFs and others	ESR1	Breast	MCF-7	27900	494/2546	17/81	-0.17303	0	0.924495
SRX8512845	TFs and others	SMAD2	Digestive tract	HCT 116	4289	509/2546	14/81	-0.172995	0	1.15669
SRX356766	TFs and others	CTCF	Blood	Lymphoblastoid cell line	46104	499/2546	14/81	-0.172975	0	1.13396
SRX3229172	TFs and others	AR	Breast	Breast cancer	3686	195/2546	7/81	-0.172296	0	0.886264
SRX5289965	TFs and others	NR3C1	Lung	BEAS-2B	1858	195/2546	7/81	-0.172296	0	0.886264
SRX4792902	TFs and others	CTCF	Breast	T-47D	23935	511/2546	18/81	-0.172278	0	0.903181
SRX4611690	TFs and others	ESR1	Breast	MCF-7	54045	514/2546	18/81	-0.171721	0	0.908484
SRX1091813	TFs and others	CTCF	Blood	K-562	45824	515/2546	18/81	-0.171506	0	0.910251
SRX151245	TFs and others	CTCF	Blood	BCBL1	31306	515/2546	18/81	-0.171506	0	0.910251
SRX023659	TFs and others	PHF8	Uterus	HeLa	2666	196/2546	7/81	-0.171437	0	0.890809
SRX148896	TFs and others	SMAD3	Liver	LX2	7058	196/2546	7/81	-0.171437	0	0.890809
SRX3098190	TFs and others	CEBPA	Blood	SKH1	3823	196/2546	7/81	-0.171437	0	0.890809
SRX062362	TFs and others	FOXA1	Prostate	LNCAP	24530	50/2546	2/81	-0.171265	0	0.795365
SRX1818073	TFs and others	AR	Prostate	LNCAP	19746	50/2546	2/81	-0.171265	0	0.795365
SRX3102571	TFs and others	RELA	Digestive tract	SW 480	3952	50/2546	2/81	-0.171265	0	0.795365
SRX4287639	TFs and others	AR	Epidermis	A-375	976	50/2546	2/81	-0.171265	0	0.795365
SRX5195732	TFs and others	SMARCA4	Uterus	Endometrial epithelial cells	1941	50/2546	2/81	-0.171265	0	0.795365
SRX6602366	TFs and others	ARNTL	Neural	Neural Stem Cells	1309	50/2546	2/81	-0.171265	0	0.795365
SRX6949261	TFs and others	SMC3	Uterus	HeLa	5134	50/2546	2/81	-0.171265	0	0.795365
SRX8432577	TFs and others	TBP	Pluripotent stem cell	iPS cells	1219	50/2546	2/81	-0.171265	0	0.795365
SRX9599293	TFs and others	REST	Kidney	293	2945	197/2546	7/81	-0.170554	0	0.895354
SRX1950177	TFs and others	CTCF	Prostate	VCaP	23603	198/2546	7/81	-0.169647	0	0.899899
SRX2871346	TFs and others	FOXA1	Breast	T-47D	13521	198/2546	7/81	-0.169647	0	0.899899
SRX2896486	TFs and others	CTCF	Pancreas	MIA Paca-2	18501	198/2546	7/81	-0.169647	0	0.899899
SRX5725261	TFs and others	MGA	Lung	A549	3513	522/2546	18/81	-0.169611	0	0.922624
SRX4313226	TFs and others	YY1	Muscle	RH-4	5472	523/2546	18/81	-0.169285	0	0.924391
SRX9469983	TFs and others	KLF4	Prostate	LAPC-4	18906	523/2546	18/81	-0.169285	0	0.924391
SRX666557	TFs and others	ARNT	Breast	T-47D	40225	2010/2546	66/81	-0.168735	0	0.9689
SRX5718166	TFs and others	RAD21	Kidney	293	15340	537/2546	15/81	-0.168722	0	1.13896
SRX038645	TFs and others	CTCF	Epidermis	NHEK	27005	199/2546	7/81	-0.168717	0	0.904444
SRX4313225	TFs and others	RAD21	Muscle	RH-4	25767	199/2546	7/81	-0.168717	0	0.904444
SRX895436	TFs and others	SUMO2	Prostate	VCaP	13472	538/2546	15/81	-0.168695	0	1.14108
SRX1041184	TFs and others	ATF4	Blood	HAP1	9070	51/2546	2/81	-0.168662	0	0.811273
SRX1885183	TFs and others	FOXA1	Prostate	LNCAP	28682	51/2546	2/81	-0.168662	0	0.811273
SRX2708813	TFs and others	INO80	Liver	HuH-7	704	51/2546	2/81	-0.168662	0	0.811273
SRX278506	TFs and others	TP53	Blood	Lymphoblastoid cells	3045	51/2546	2/81	-0.168662	0	0.811273
SRX3229179	TFs and others	FOXA1	Breast	Breast cancer	3069	51/2546	2/81	-0.168662	0	0.811273
SRX7428073	TFs and others	CTCF	Blood	Memory B cells	35862	539/2546	15/81	-0.168654	0	1.14321
SRX150490	TFs and others	MYC	Blood	K-562	5967	525/2546	18/81	-0.168595	0	0.927926
SRX2655462	TFs and others	CTCF	Blood	THP-1	25397	529/2546	15/81	-0.168423	0	1.122
SRX9345717	TFs and others	CTCF	Blood	Erythroid Cells	33304	529/2546	15/81	-0.168423	0	1.122
SRX5957527	TFs and others	TBP	Pluripotent stem cell	hESC H1	2860	205/2546	5/81	-0.168053	0	1.3044
SRX1690207	TFs and others	TWIST1	Neural	BE(2)-C	13317	204/2546	5/81	-0.168042	0	1.29804
SRX7262416	TFs and others	FOXA1	Others	Bladder cancer	10367	204/2546	5/81	-0.168042	0	1.29804
SRX11023678	TFs and others	CEBPB	Lung	IMR-90	6136	206/2546	5/81	-0.168032	0	1.31076
SRX1460847	TFs and others	RELA	Blood	Th1 Cells	3744	206/2546	5/81	-0.168032	0	1.31076
SRX9513905	TFs and others	FOXA1	Prostate	LNCAP	17638	203/2546	5/81	-0.167999	0	1.29167
SRX356454	TFs and others	STAG1	Blood	GM10847	17123	207/2546	5/81	-0.167978	0	1.31712
SRX476919	TFs and others	SNAI2	Epidermis	Keratinocytes	8584	207/2546	5/81	-0.167978	0	1.31712
SRX9095263	TFs and others	RAD21	Pluripotent stem cell	hESC H9	26029	207/2546	5/81	-0.167978	0	1.31712
SRX1672136	TFs and others	NR3C1	Lung	BEAS-2B	11867	542/2546	19/81	-0.167972	0	0.907554
SRX5323856	TFs and others	STAT3	Breast	MCF-7	13882	542/2546	19/81	-0.167972	0	0.907554
SRX2194256	TFs and others	BRD4	Breast	HCC1806	3154	202/2546	5/81	-0.167923	0	1.28531
SRX7626341	TFs and others	CTCF	Others	Mesenchymal Stromal Cells	10752	202/2546	5/81	-0.167923	0	1.28531
SRX1497386	TFs and others	E2F1	Blood	RAJI	1485	211/2546	5/81	-0.167452	0	1.34258
SRX5574373	TFs and others	SPI1	Blood	Monocytes	15801	211/2546	5/81	-0.167452	0	1.34258
SRX7807106	TFs and others	CTCF	Adipocyte	Adipocytes	38168	546/2546	19/81	-0.16728	0	0.914251
SRX4802340	TFs and others	ARNT	Kidney	HKC8	5475	212/2546	5/81	-0.167244	0	1.34894
SRX9513904	TFs and others	FOXA1	Prostate	LNCAP	22112	212/2546	5/81	-0.167244	0	1.34894
SRX4001871	TFs and others	RAD21	Blood	THP-1	19918	213/2546	5/81	-0.167007	0	1.3553
SRX4001883	TFs and others	CTCF	Blood	THP-1	12276	214/2546	5/81	-0.166739	0	1.36167
SRX5574363	TFs and others	SPI1	Blood	Dendritic Cells	43358	214/2546	5/81	-0.166739	0	1.36167
SRX080396	TFs and others	CTCF	Blood	K-562	18946	215/2546	5/81	-0.166443	0	1.36803
SRX150725	TFs and others	USF2	Liver	Hep G2	4970	215/2546	5/81	-0.166443	0	1.36803
SRX5574446	TFs and others	SPI1	Blood	CTV-1	36010	215/2546	5/81	-0.166443	0	1.36803
SRX2655461	TFs and others	CTCF	Blood	THP-1	23539	551/2546	19/81	-0.166116	0	0.922624
SRX1629253	TFs and others	ERG	Prostate	VCaP	828	52/2546	2/81	-0.166033	0	0.82718
SRX3401274	TFs and others	YAP1	Breast	MCF-7	4488	52/2546	2/81	-0.166033	0	0.82718
SRX4911599	TFs and others	FOXA2	Uterus	Endometrium	1146	52/2546	2/81	-0.166033	0	0.82718
SRX5307506	TFs and others	MAX	Blood	P493-6	1099	52/2546	2/81	-0.166033	0	0.82718
SRX7572085	TFs and others	SREBF1	Digestive tract	TE-5	944	52/2546	2/81	-0.166033	0	0.82718
SRX8406535	TFs and others	HOXB13	Prostate	Prostate	5542	52/2546	2/81	-0.166033	0	0.82718
SRX9029201	TFs and others	POU2F2	Blood	Monocytes-CD14+	5330	217/2546	5/81	-0.165765	0	1.38075
SRX9498733	TFs and others	TBP	Blood	K-562	2413	217/2546	5/81	-0.165765	0	1.38075
SRX8018228	TFs and others	CPSF3	Kidney	293	3897	215/2546	8/81	-0.165384	0	0.855018
SRX186622	TFs and others	SREBF1	Blood	GM12878	1914	216/2546	8/81	-0.164976	0	0.858995
SRX3110731	TFs and others	ESR1	Breast	MCF-7	63186	556/2546	19/81	-0.16463	0	0.930996
SRX264460	TFs and others	BRD4	Blood	MM.1S	9940	572/2546	16/81	-0.16461	0	1.13737
SRX038582	TFs and others	CTCF	Muscle	HSMM	25217	217/2546	8/81	-0.164541	0	0.862971
SRX356545	TFs and others	CTCF	Blood	Lymphoblastoid cell line	43035	573/2546	16/81	-0.164538	0	1.13936
SRX236112	TFs and others	RUNX1T1	Blood	Kasumi-1	7899	574/2546	16/81	-0.164453	0	1.14135
SRX8616831	TFs and others	FOSL2	Lung	A549	12763	574/2546	16/81	-0.164453	0	1.14135
SRX092451	TFs and others	EBNA2	Blood	IB4	3365	53/2546	2/81	-0.163381	0	0.843087
SRX3468033	TFs and others	SS18	Muscle	SYO1	3428	53/2546	2/81	-0.163381	0	0.843087
SRX3583257	TFs and others	ZMYND8	Breast	MDA-MB-231	2432	53/2546	2/81	-0.163381	0	0.843087
SRX5234472	TFs and others	SMARCA4	Pluripotent stem cell	iPS cells	6577	53/2546	2/81	-0.163381	0	0.843087
SRX8976675	TFs and others	HDAC3	Digestive tract	KYSE-410	1479	53/2546	2/81	-0.163381	0	0.843087
SRX6441748	TFs and others	FOXA1	Pancreas	CFPAC-1	13023	220/2546	8/81	-0.163081	0	0.874902
SRX9006850	TFs and others	FOXA1	Prostate	22Rv1	21987	220/2546	8/81	-0.163081	0	0.874902
SRX667414	TFs and others	Epitope tags	Breast	MCF-7	20211	580/2546	20/81	-0.162898	0	0.922624
SRX1033285	TFs and others	FOXA1	Prostate	LNCAP	29893	221/2546	8/81	-0.162544	0	0.878879
SRX6175648	TFs and others	SMC1A	Bone	TC-71	28350	222/2546	8/81	-0.161983	0	0.882855
SRX2555292	TFs and others	MYC	Neural	BE(2)-C	8682	585/2546	20/81	-0.161654	0	0.930577
SRX7202562	TFs and others	CTCF	Blood	K-562	21977	223/2546	8/81	-0.161398	0	0.886832
SRX8670124	TFs and others	ASCL1	Neural	SH-SY5Y	68252	598/2546	17/81	-0.161214	0	1.11913
SRX190236	TFs and others	ATF2	Blood	GM12878	20349	594/2546	17/81	-0.161085	0	1.11164
SRX8616825	TFs and others	FOSL2	Lung	A549	15824	592/2546	17/81	-0.160945	0	1.1079
SRX4377130	TFs and others	CTCF	Pluripotent stem cell	hESC derived cardiac cells	21795	224/2546	8/81	-0.16079	0	0.890809
SRX6913039	TFs and others	BRD2	Blood	THP-1	1984	224/2546	8/81	-0.16079	0	0.890809
SRX093190	TFs and others	CEBPB	Blood	Macrophages	11817	54/2546	2/81	-0.160714	0	0.858995
SRX186628	TFs and others	CHD1	Lung	IMR-90	1382	54/2546	2/81	-0.160714	0	0.858995
SRX256867	TFs and others	NR3C1	Bone	U2OS	22403	54/2546	2/81	-0.160714	0	0.858995
SRX3230393	TFs and others	NPAS2	Liver	Hep G2	1580	54/2546	2/81	-0.160714	0	0.858995
SRX4193367	TFs and others	SMARCA4	Prostate	22Rv1	2213	54/2546	2/81	-0.160714	0	0.858995
SRX4802343	TFs and others	ARNT	Kidney	HKC8	2652	54/2546	2/81	-0.160714	0	0.858995
SRX5441328	TFs and others	PCF11	Uterus	HeLa	1487	54/2546	2/81	-0.160714	0	0.858995
SRX747783	TFs and others	RELA	Breast	MCF-7	436	54/2546	2/81	-0.160714	0	0.858995
SRX8520794	TFs and others	STAT3	Breast	HCC1937	1683	54/2546	2/81	-0.160714	0	0.858995
SRX265425	TFs and others	KDM5B	Breast	SUM 159PT	6385	226/2546	8/81	-0.159505	0	0.898763
SRX5360651	TFs and others	Epitope tags	Epidermis	BJ	12819	226/2546	8/81	-0.159505	0	0.898763
SRX3189055	TFs and others	APC	Digestive tract	HCT 116	5059	613/2546	21/81	-0.159128	0	0.928684
SRX3367141	TFs and others	FOSL2	Epidermis	SK-MEL-147	39118	614/2546	21/81	-0.158899	0	0.930199
SRX5848167	TFs and others	CTCF	Blood	K-562	24935	227/2546	8/81	-0.158831	0	0.90274
SRX067516	TFs and others	CTCF	Neural	NH-A	27411	228/2546	8/81	-0.158135	0	0.906716
SRX6777952	TFs and others	RAD21	Blood	HAP1	8521	228/2546	8/81	-0.158135	0	0.906716
SRX9513902	TFs and others	FOXA1	Prostate	LNCAP	18899	228/2546	8/81	-0.158135	0	0.906716
SRX065548	TFs and others	ELK4	Kidney	293	434	55/2546	2/81	-0.158036	0	0.874902
SRX150493	TFs and others	NFE2	Blood	K-562	2132	55/2546	2/81	-0.158036	0	0.874902
SRX176053	TFs and others	AR	Prostate	C4-2	2748	55/2546	2/81	-0.158036	0	0.874902
SRX186703	TFs and others	REST	Blood	K-562	3437	55/2546	2/81	-0.158036	0	0.874902
SRX2850858	TFs and others	APC	Digestive tract	HCT 116	949	55/2546	2/81	-0.158036	0	0.874902
SRX3285592	TFs and others	KDM5B	Breast	FULR	1400	55/2546	2/81	-0.158036	0	0.874902
SRX4911598	TFs and others	FOXA2	Uterus	Endometrium	1627	55/2546	2/81	-0.158036	0	0.874902
SRX6384789	TFs and others	RAD21	Digestive tract	HCT 116	5929	55/2546	2/81	-0.158036	0	0.874902
SRX702040	TFs and others	NANOG	Pluripotent stem cell	hESC HUES64	13481	55/2546	2/81	-0.158036	0	0.874902
SRX7767648	TFs and others	GATA2	Uterus	Endometrial stromal cells	14224	55/2546	2/81	-0.158036	0	0.874902
SRX9562903	TFs and others	SMARCC1	Muscle	RH-4	667	55/2546	2/81	-0.158036	0	0.874902
SRX316369	TFs and others	SUMO2	Kidney	293	18470	618/2546	21/81	-0.15787	0	0.936259
SRX150389	TFs and others	NRF1	Blood	GM12878	4845	636/2546	18/81	-0.15781	0	1.12412
SRX1514969	TFs and others	GFP	Kidney	293	8359	622/2546	18/81	-0.157635	0	1.09937
SRX8570935	TFs and others	HAP1	Blood	KBM-7	30037	229/2546	8/81	-0.157418	0	0.910693
SRX150486	TFs and others	MAX	Liver	Hep G2	7082	637/2546	22/81	-0.157314	0	0.921178
SRX4720614	TFs and others	Epitope tags	Kidney	G-401	7278	638/2546	22/81	-0.157181	0	0.922624
SRX5574375	TFs and others	SPI1	Blood	Macrophages	36388	237/2546	6/81	-0.156076	0	1.25668
SRX6578943	TFs and others	CTCF	Blood	CUTLL1	15178	237/2546	6/81	-0.156076	0	1.25668
SRX2166892	TFs and others	CTCF	Neural	Retina	11140	238/2546	6/81	-0.156046	0	1.26198
SRX3288558	TFs and others	RAD21	Pluripotent stem cell	hESC H9	32984	238/2546	6/81	-0.156046	0	1.26198
SRX4155650	TFs and others	CTCF	Neural	KELLY	16801	238/2546	6/81	-0.156046	0	1.26198
SRX5957525	TFs and others	TBP	Pluripotent stem cell	hESC H1	2586	238/2546	6/81	-0.156046	0	1.26198
DRX013190	TFs and others	CTCF	Kidney	293	34395	234/2546	6/81	-0.156008	0	1.24077
SRX11312423	TFs and others	RAD21	Lung	A549	27615	239/2546	6/81	-0.155991	0	1.26728
SRX10881823	TFs and others	SS18L1	Others	BT-16	6476	233/2546	6/81	-0.155933	0	1.23547
SRX150726	TFs and others	RAD21	Liver	Hep G2	31562	240/2546	6/81	-0.15591	0	1.27258
SRX2442513	TFs and others	CTCF	Blood	K-562	16298	240/2546	6/81	-0.15591	0	1.27258
SRX190186	TFs and others	EGR1	Blood	GM12878	1743	241/2546	6/81	-0.155804	0	1.27789
SRX2267438	TFs and others	BRD4	Epidermis	A-375	5938	241/2546	6/81	-0.155804	0	1.27789
SRX9599273	TFs and others	REST	Uterus	HEC-1-B	2454	241/2546	6/81	-0.155804	0	1.27789
SRX8406546	TFs and others	HOXB13	Prostate	Prostate	16109	242/2546	6/81	-0.155673	0	1.28319
SRX5574497	TFs and others	SPI1	Blood	CTV-1	7049	243/2546	6/81	-0.155517	0	1.28849
SRX8841629	TFs and others	RAD21	Blood	Lymphoblasts	23170	647/2546	22/81	-0.155477	0	0.935639
ERX200505	TFs and others	CTCF	Blood	B cells	5218	56/2546	2/81	-0.15535	0	0.890809
SRX041289	TFs and others	STAT4	Blood	T cells	1532	56/2546	2/81	-0.15535	0	0.890809
SRX100394	TFs and others	REST	Blood	GM12878	4548	56/2546	2/81	-0.15535	0	0.890809
SRX112545	TFs and others	RUNX1	Blood	Kasumi-1	4951	56/2546	2/81	-0.15535	0	0.890809
SRX116443	TFs and others	REST	Blood	K-562	3451	56/2546	2/81	-0.15535	0	0.890809
SRX5493757	TFs and others	FOXA1	Breast	Breast cancer cells	2279	56/2546	2/81	-0.15535	0	0.890809
SRX573042	TFs and others	ELL2	Uterus	HeLa	1028	56/2546	2/81	-0.15535	0	0.890809
SRX6854836	TFs and others	Epitope tags	Epidermis	501A	3338	56/2546	2/81	-0.15535	0	0.890809
SRX702117	TFs and others	SRF	Pluripotent stem cell	hESC derived mesendodermal cells	1689	56/2546	2/81	-0.15535	0	0.890809
SRX9426435	TFs and others	Epitope tags	Blood	RAMOS	2394	56/2546	2/81	-0.15535	0	0.890809
SRX9468675	TFs and others	Epitope tags	Prostate	LNCAP	4209	56/2546	2/81	-0.15535	0	0.890809
SRX1397401	TFs and others	SMAD1	Blood	CD34+	16055	244/2546	6/81	-0.155337	0	1.29379
SRX356577	TFs and others	STAG1	Blood	GM18505	19211	244/2546	6/81	-0.155337	0	1.29379
SRX3800731	TFs and others	RAD21	Breast	T-47D	5427	245/2546	6/81	-0.155132	0	1.2991
SRX9867021	TFs and others	BCL11B	Blood	DND-41	9534	659/2546	19/81	-0.155102	0	1.10346
SRX356644	TFs and others	STAG1	Blood	GM19193	22874	246/2546	6/81	-0.154903	0	1.3044
SRX5574448	TFs and others	SPI1	Blood	CTV-1	34260	246/2546	6/81	-0.154903	0	1.3044
SRX6853582	TFs and others	ARNT	Breast	MCF-7	2231	246/2546	6/81	-0.154903	0	1.3044
SRX1690201	TFs and others	BRD4	Neural	BE(2)-C	5348	247/2546	6/81	-0.154651	0	1.3097
SRX3124419	TFs and others	CTCF	Neural	KELLY	21680	247/2546	6/81	-0.154651	0	1.3097
SRX573037	TFs and others	ELL2	Uterus	HeLa	2312	247/2546	6/81	-0.154651	0	1.3097
SRX199896	TFs and others	CTCF	Neural	HA-sp	25762	246/2546	9/81	-0.154077	0	0.869599
SRX5982340	TFs and others	SMARCA4	Lung	A549	8200	246/2546	9/81	-0.154077	0	0.869599
SRX6957464	TFs and others	FOXL2	Kidney	HGrC1	14541	246/2546	9/81	-0.154077	0	0.869599
SRX4155660	TFs and others	CTCFL	Neural	KELLY	10847	247/2546	9/81	-0.153755	0	0.873134
SRX6828389	TFs and others	CTCF	Blood	K-562	26987	247/2546	9/81	-0.153755	0	0.873134
SRX3591436	TFs and others	BRD4	Blood	B-CLL cells	2985	248/2546	9/81	-0.153412	0	0.876669
SRX8894991	TFs and others	FOXC1	Others	Limbal stem cells	7376	248/2546	9/81	-0.153412	0	0.876669
SRX150647	TFs and others	ZNF143	Blood	K-562	23135	676/2546	23/81	-0.153252	0	0.935073
SRX100516	TFs and others	HDAC2	Blood	K-562	3421	57/2546	2/81	-0.152663	0	0.906716
SRX10158154	TFs and others	BRD4	Blood	KBM-7	2035	57/2546	2/81	-0.152663	0	0.906716
SRX1131550	TFs and others	BRD4	Breast	HCC1395	2733	57/2546	2/81	-0.152663	0	0.906716
SRX150611	TFs and others	ZNF263	Blood	K-562	1594	57/2546	2/81	-0.152663	0	0.906716
SRX3798682	TFs and others	MYCN	Neural	SH-EP	767	57/2546	2/81	-0.152663	0	0.906716
SRX3946910	TFs and others	MED1	Others	Mesenchymal stem cells	4181	57/2546	2/81	-0.152663	0	0.906716
SRX5493762	TFs and others	FOXA1	Breast	Breast cancer cells	3153	57/2546	2/81	-0.152663	0	0.906716
SRX873805	TFs and others	DNMT3B	Epidermis	Epidermal stem cells	1342	57/2546	2/81	-0.152663	0	0.906716
SRX9178830	TFs and others	HAP1	Blood	HAP1	2767	57/2546	2/81	-0.152663	0	0.906716
SRX10722430	TFs and others	BCL11B	Blood	T-ALL	6793	692/2546	20/81	-0.152529	0	1.10079
SRX3636815	TFs and others	CTCF	Blood	ALL xenograft	44731	690/2546	20/81	-0.152487	0	1.0976
SRX11399798	TFs and others	HDAC1	Lung	NCI-H1963	5769	698/2546	20/81	-0.1524	0	1.11033
SRX204410	TFs and others	BRD4	Blood	P493-6	10138	698/2546	20/81	-0.1524	0	1.11033
SRX100499	TFs and others	GABPA	Uterus	HeLa	5351	680/2546	23/81	-0.152364	0	0.940606
SRX1079384	TFs and others	SUMO2	Prostate	VCaP	20720	687/2546	20/81	-0.152342	0	1.09283
SRX3789540	TFs and others	RUNX1	Blood	Acute myeloid leukemia	966	251/2546	9/81	-0.152249	0	0.887274
SRX356747	TFs and others	STAG1	Blood	Lymphoblastoid cell line	32899	697/2546	24/81	-0.152192	0	0.923949
SRX3098197	TFs and others	CEBPA	Blood	Kasumi-1	12929	252/2546	9/81	-0.151819	0	0.890809
SRX849396	TFs and others	CDK8	Blood	SET-2	3418	253/2546	9/81	-0.151369	0	0.894344
SRX1690210	TFs and others	MYCN	Neural	KELLY	4670	255/2546	9/81	-0.150407	0	0.901414
SRX027482	TFs and others	EP300	Pluripotent stem cell	hESC H9	16993	725/2546	21/81	-0.150179	0	1.09836
SRX100425	TFs and others	ATF3	Blood	K-562	12575	725/2546	21/81	-0.150179	0	1.09836
SRX10881856	TFs and others	ARID2	Kidney	G-401	5922	723/2546	21/81	-0.150169	0	1.09533
SRX054572	TFs and others	Epitope tags	Breast	MCF-7	6574	719/2546	21/81	-0.150028	0	1.08927
SRX244191	TFs and others	BCL6	Blood	OCI-LY-7	1513	58/2546	2/81	-0.149976	0	0.922624
SRX4937337	TFs and others	MED1	Digestive tract	HCT 116	640	58/2546	2/81	-0.149976	0	0.922624
SRX5290914	TFs and others	CTCF	Lung	IMR-90	10789	58/2546	2/81	-0.149976	0	0.922624
SRX7498496	TFs and others	CTCF	Others	HMS001	7218	58/2546	2/81	-0.149976	0	0.922624
SRX8406311	TFs and others	HOXB13	Prostate	Prostatic Neoplasms, Castration-Resistant	20606	58/2546	2/81	-0.149976	0	0.922624
SRX9419934	TFs and others	MED1	Breast	SK-BR-3	10517	730/2546	25/81	-0.149716	0	0.928987
SRX9550863	TFs and others	FOXA1	Prostate	Prostate cancer	61591	731/2546	25/81	-0.149614	0	0.930259
SRX4786552	TFs and others	TET2	Breast	MCF-7	1328	258/2546	9/81	-0.14882	0	0.912019
SRX9187409	TFs and others	HDAC1	Pancreas	MIA Paca-2	8355	756/2546	22/81	-0.148049	0	1.09327
SRX2555289	TFs and others	HAND2	Neural	BE(2)-C	38928	755/2546	22/81	-0.148045	0	1.09182
SRX3229149	TFs and others	ESR1	Breast	Breast cancer	5810	752/2546	22/81	-0.147974	0	1.08748
SRX150464	TFs and others	SMC3	Uterus	HeLa	40668	761/2546	22/81	-0.147923	0	1.1005
SRX9419959	TFs and others	MED1	Breast	SK-BR-3	10187	750/2546	22/81	-0.147877	0	1.08459
SRX2913027	TFs and others	FLI1	Bone	A-673	7349	260/2546	9/81	-0.14767	0	0.919089
SRX3478025	TFs and others	CTCF	Uterus	HeLa	19580	260/2546	9/81	-0.14767	0	0.919089
SRX8082233	TFs and others	BRD4	Epidermis	Keratinocytes	11652	747/2546	22/81	-0.147658	0	1.08025
SRX8707937	TFs and others	CTCF	Epidermis	Keratinocytes	53056	764/2546	26/81	-0.147338	0	0.93486
SRX129067	TFs and others	MYC	Blood	P493-6	733	59/2546	2/81	-0.147294	0	0.938531
SRX170356	TFs and others	SMARCA4	Blood	B cells	1180	59/2546	2/81	-0.147294	0	0.938531
SRX204164	TFs and others	SUMO2	Lung	WI-38	1833	59/2546	2/81	-0.147294	0	0.938531
SRX2731314	TFs and others	PAF1	Digestive tract	HCT 116	1207	59/2546	2/81	-0.147294	0	0.938531
SRX4705111	TFs and others	CHAF1A	Blood	MOLM-13	1699	59/2546	2/81	-0.147294	0	0.938531
SRX4941324	TFs and others	XBP1	Prostate	LNCAP	810	59/2546	2/81	-0.147294	0	0.938531
SRX190362	TFs and others	CEBPD	Blood	K-562	12532	261/2546	9/81	-0.147068	0	0.922624
SRX4931236	TFs and others	KMT2A	Kidney	293	2250	261/2546	9/81	-0.147068	0	0.922624
SRX199861	TFs and others	CTCF	Blood	GM12872	31496	268/2546	7/81	-0.146531	0	1.21805
SRX1091541	TFs and others	EP300	Pluripotent stem cell	hESC derived neural crests	5917	267/2546	7/81	-0.146523	0	1.2135
SRX080368	TFs and others	CTCF	Blood	GM06990	29621	269/2546	7/81	-0.146518	0	1.22259
SRX11196888	TFs and others	G-quadruplex	Kidney	293	1389	269/2546	7/81	-0.146518	0	1.22259
SRX2609668	TFs and others	NR3C1	Lung	HASM2	21396	270/2546	7/81	-0.146483	0	1.22714
SRX3124420	TFs and others	CTCF	Neural	KELLY	23352	265/2546	7/81	-0.146442	0	1.20441
SRX102986	TFs and others	CTCF	Liver	Hep G2	43075	271/2546	7/81	-0.146426	0	1.23168
SRX204904	TFs and others	BRD4	Blood	MM.1S	3019	271/2546	7/81	-0.146426	0	1.23168
SRX8570943	TFs and others	HAP1	Blood	KBM-7	32497	271/2546	7/81	-0.146426	0	1.23168
SRX264464	TFs and others	CDK7	Blood	MM.1S	2347	273/2546	7/81	-0.146249	0	1.24077
SRX4001882	TFs and others	CTCF	Blood	THP-1	19708	273/2546	7/81	-0.146249	0	1.24077
SRX4792904	TFs and others	CTCF	Breast	T-47D	10145	273/2546	7/81	-0.146249	0	1.24077
SRX080371	TFs and others	CTCF	Blood	GM06990	27292	274/2546	7/81	-0.146129	0	1.24531
SRX2609661	TFs and others	NR3C1	Lung	HASM2	25190	274/2546	7/81	-0.146129	0	1.24531
SRX316366	TFs and others	SUMO2	Kidney	293	13037	274/2546	7/81	-0.146129	0	1.24531
SRX7262406	TFs and others	FOXA1	Others	Bladder cancer	11986	274/2546	7/81	-0.146129	0	1.24531
SRX9419922	TFs and others	BRD4	Breast	SK-BR-3	30601	1760/2546	58/81	-0.146112	0	0.965409
SRX4001834	TFs and others	CTCF	Blood	THP-1	23551	277/2546	7/81	-0.145646	0	1.25895
SRX5848177	TFs and others	CTCF	Blood	K-562	31682	277/2546	7/81	-0.145646	0	1.25895
SRX4001887	TFs and others	CTCF	Blood	THP-1	19050	279/2546	7/81	-0.145224	0	1.26804
SRX8602209	TFs and others	IRF4	Blood	U-266	3597	279/2546	7/81	-0.145224	0	1.26804
