SRX7972427	TFs and others	MKL1	Epidermis	MKL-1	27136	27/273	58/190	-7.62017	-3.34854	0.323986
SRX3629599	TFs and others	ESR1	Breast	MCF-7	5420	17/273	4/190	-1.38622	-1.08915	2.95788
SRX3873715	TFs and others	ELL2	Lung	NCI-H2171	832	17/273	4/190	-1.38622	-1.08915	2.95788
SRX3881551	TFs and others	MYC	Prostate	LNCAP	746	17/273	4/190	-1.38622	-1.08915	2.95788
SRX4192885	TFs and others	NFKB1	Breast	MCF 10A	1336	17/273	4/190	-1.38622	-1.08915	2.95788
SRX4404416	TFs and others	MYCN	Prostate	22Rv1	919	17/273	4/190	-1.38622	-1.08915	2.95788
SRX4708019	TFs and others	U2AF2	Liver	Hep G2	714	17/273	4/190	-1.38622	-1.08915	2.95788
SRX471849	TFs and others	AR	Prostate	VCaP	19084	17/273	4/190	-1.38622	-1.08915	2.95788
SRX471854	TFs and others	AR	Prostate	VCaP	7680	17/273	4/190	-1.38622	-1.08915	2.95788
SRX5089415	TFs and others	SMARCA4	Breast	MCF-7	2066	17/273	4/190	-1.38622	-1.08915	2.95788
SRX5089517	TFs and others	SMARCA4	Breast	MCF-7	2933	17/273	4/190	-1.38622	-1.08915	2.95788
SRX5089536	TFs and others	ARID2	Breast	MCF-7	1986	17/273	4/190	-1.38622	-1.08915	2.95788
SRX5251415	TFs and others	ESR1	Breast	MCF-7	3725	17/273	4/190	-1.38622	-1.08915	2.95788
SRX5389161	TFs and others	EP300	Blood	Acute promyelocytic leukemia	1965	17/273	4/190	-1.38622	-1.08915	2.95788
SRX5511298	TFs and others	ESR1	Breast	MCF-7	2333	17/273	4/190	-1.38622	-1.08915	2.95788
SRX5620949	TFs and others	FLI1	Bone	A-673	1140	17/273	4/190	-1.38622	-1.08915	2.95788
SRX573034	TFs and others	AFF4	Uterus	HeLa	760	17/273	4/190	-1.38622	-1.08915	2.95788
SRX5883950	TFs and others	CTCF	Blood	Multiple Myeloma	11532	17/273	4/190	-1.38622	-1.08915	2.95788
SRX612502	TFs and others	BRD3	Liver	LX2	618	17/273	4/190	-1.38622	-1.08915	2.95788
SRX6175605	TFs and others	STAG1	Bone	A-673	15171	17/273	4/190	-1.38622	-1.08915	2.95788
SRX702072	TFs and others	ZFP42	Pluripotent stem cell	hESC HUES64	448	17/273	4/190	-1.38622	-1.08915	2.95788
SRX747783	TFs and others	RELA	Breast	MCF-7	436	17/273	4/190	-1.38622	-1.08915	2.95788
SRX748425	TFs and others	HNF4A	Digestive tract	HCT 116	515	17/273	4/190	-1.38622	-1.08915	2.95788
SRX7846778	TFs and others	ESR1	Breast	MCF-7	4546	17/273	4/190	-1.38622	-1.08915	2.95788
SRX847034	TFs and others	AR	Prostate	LNCAP	30100	17/273	4/190	-1.38622	-1.08915	2.95788
SRX8512832	TFs and others	PRDM4	Digestive tract	HCT 116	317	17/273	4/190	-1.38622	-1.08915	2.95788
SRX9178848	TFs and others	HAP1	Blood	HAP1	4794	17/273	4/190	-1.38622	-1.08915	2.95788
SRX9350928	TFs and others	BRD4	Digestive tract	COLO 320HSR	1456	17/273	4/190	-1.38622	-1.08915	2.95788
SRX9698443	TFs and others	BRF1	Blood	THP-1	2767	17/273	4/190	-1.38622	-1.08915	2.95788
SRX974395	TFs and others	CTCF	Blood	K-562	4078	17/273	4/190	-1.38622	-1.08915	2.95788
SRX7522857	TFs and others	STAT3	Breast	MCF10DCIS.com	2787	53/273	23/190	-1.38394	-1.08696	1.60376
SRX7890966	TFs and others	SMC1A	Neural	hTERT RPE-1	19645	53/273	23/190	-1.38394	-1.08696	1.60376
SRX425264	TFs and others	RELA	Cardiovascular	HUVEC	5809	46/273	19/190	-1.38305	-1.08616	1.68498
SRX7054658	TFs and others	RELA	Cardiovascular	HAEC	4282	46/273	19/190	-1.38305	-1.08616	1.68498
SRX1758481	TFs and others	NELFE	Breast	MCF-7	4117	52/273	52/190	-1.38239	-1.08559	0.695971
SRX833423	TFs and others	NIPBL	Pluripotent stem cell	hESC H1	4259	52/273	52/190	-1.38239	-1.08559	0.695971
SRX6384756	TFs and others	MED26	Digestive tract	HCT 116	17745	158/273	128/190	-1.38155	-1.0848	0.859089
SRX5514009	TFs and others	FOS	Uterus	Myometrium	4066	21/273	26/190	-1.37672	-1.08001	0.56213
SRX7890964	TFs and others	SMC1A	Neural	hTERT RPE-1	20179	61/273	28/190	-1.37322	-1.07656	1.51622
SRX1787679	TFs and others	KMT2C	Breast	MCF-7	7124	30/273	10/190	-1.37236	-1.0763	2.08791
SRX199896	TFs and others	CTCF	Neural	HA-sp	25762	30/273	10/190	-1.37236	-1.0763	2.08791
SRX2452427	TFs and others	ETS1	Cardiovascular	HUVEC	1308	30/273	10/190	-1.37236	-1.0763	2.08791
SRX2900155	TFs and others	SUZ12	Breast	CAL-51	1691	30/273	10/190	-1.37236	-1.0763	2.08791
SRX3229153	TFs and others	ESR1	Breast	Breast cancer	4992	30/273	10/190	-1.37236	-1.0763	2.08791
SRX359942	TFs and others	JUNB	Digestive tract	LoVo	630	30/273	10/190	-1.37236	-1.0763	2.08791
SRX4802336	TFs and others	ARNT	Kidney	HKC8	2053	30/273	10/190	-1.37236	-1.0763	2.08791
SRX5089424	TFs and others	SMARCA4	Breast	MCF-7	3864	30/273	10/190	-1.37236	-1.0763	2.08791
SRX5089448	TFs and others	ESR1	Breast	MCF-7	11840	30/273	10/190	-1.37236	-1.0763	2.08791
SRX5444520	TFs and others	KMT2A	Blood	MOLM-13	1023	30/273	10/190	-1.37236	-1.0763	2.08791
SRX6902858	TFs and others	CTCF	Blood	CD34+	19597	30/273	10/190	-1.37236	-1.0763	2.08791
SRX8616864	TFs and others	JUND	Lung	A549	713	30/273	10/190	-1.37236	-1.0763	2.08791
SRX9221933	TFs and others	ESR1	Liver	Hepatocytes	1414	30/273	10/190	-1.37236	-1.0763	2.08791
SRX5709753	TFs and others	CTCF	Breast	MCF-7	3685	76/273	70/190	-1.37077	-1.07598	0.755625
SRX026643	TFs and others	ERG	Blood	Acute myeloid leukemia	1861	29/273	10/190	-1.37068	-1.07598	2.01832
SRX189740	TFs and others	ETS1	Cardiovascular	HUVEC	1312	29/273	10/190	-1.37068	-1.07598	2.01832
SRX275504	TFs and others	TP53	Bone	U2OS	4382	29/273	10/190	-1.37068	-1.07598	2.01832
SRX3599292	TFs and others	ETS1	Cardiovascular	HUVEC	1318	29/273	10/190	-1.37068	-1.07598	2.01832
SRX4001881	TFs and others	CTCF	Blood	THP-1	19398	29/273	10/190	-1.37068	-1.07598	2.01832
SRX4074764	TFs and others	TEAD4	Epidermis	BJ	7378	29/273	10/190	-1.37068	-1.07598	2.01832
SRX5888975	TFs and others	SMARCB1	Epidermis	BJ	2278	29/273	10/190	-1.37068	-1.07598	2.01832
SRX6828389	TFs and others	CTCF	Blood	K-562	26987	29/273	10/190	-1.37068	-1.07598	2.01832
SRX6854839	TFs and others	Epitope tags	Epidermis	501A	25664	29/273	10/190	-1.37068	-1.07598	2.01832
SRX6969885	TFs and others	CHD6	Cardiovascular	Cardiomyocytes	731	29/273	10/190	-1.37068	-1.07598	2.01832
SRX7061822	TFs and others	MED26	Blood	SEM	3051	29/273	10/190	-1.37068	-1.07598	2.01832
SRX8588598	TFs and others	PAX8	Gonad	KURAMOCHI	6169	29/273	10/190	-1.37068	-1.07598	2.01832
SRX9298957	TFs and others	NR3C1	Lung	Lung cancer cell line	4961	29/273	10/190	-1.37068	-1.07598	2.01832
SRX10145216	TFs and others	REL	Unclassified	Unclassified	7457	53/273	53/190	-1.37006	-1.07598	0.695971
SRX150509	TFs and others	BHLHE40	Blood	GM12878	20151	77/273	71/190	-1.36832	-1.07598	0.754785
SRX5567178	TFs and others	RNF2	Blood	ME-1	8141	63/273	60/190	-1.36643	-1.07598	0.730769
SRX6852813	TFs and others	SOX2	Lung	LK-2	8425	8/273	14/190	-1.36393	-1.07598	0.397698
SRX190272	TFs and others	SIN3A	Neural	SK-N-SH	9314	100/273	88/190	-1.36327	-1.07598	0.790876
SRX682375	TFs and others	ERG	Blood	TSU-1621MT	20208	100/273	88/190	-1.36327	-1.07598	0.790876
SRX326884	TFs and others	GABPA	Prostate	VCaP	4948	45/273	46/190	-1.36	-1.07598	0.680841
SRX5718164	TFs and others	RAD21	Kidney	293	25762	45/273	46/190	-1.36	-1.07598	0.680841
SRX1819612	TFs and others	KDM5D	Prostate	DU 145	3370	35/273	13/190	-1.35901	-1.07598	1.87377
SRX2404142	TFs and others	RELA	Others	Detroit 562	2270	35/273	13/190	-1.35901	-1.07598	1.87377
SRX243627	TFs and others	TEAD4	Digestive tract	MKN-28	1629	35/273	13/190	-1.35901	-1.07598	1.87377
SRX3240995	TFs and others	MED1	Others	Mesenchymal stem cells	5674	35/273	13/190	-1.35901	-1.07598	1.87377
SRX4001880	TFs and others	CTCF	Blood	THP-1	23634	35/273	13/190	-1.35901	-1.07598	1.87377
SRX4451197	TFs and others	ESR1	Breast	MCF-7	3560	35/273	13/190	-1.35901	-1.07598	1.87377
SRX5089449	TFs and others	ESR1	Breast	MCF-7	14206	35/273	13/190	-1.35901	-1.07598	1.87377
SRX1967778	TFs and others	CTCF	Epidermis	Keratinocytes	30570	40/273	16/190	-1.3578	-1.07598	1.73993
SRX3946908	TFs and others	MED1	Others	Mesenchymal stem cells	4074	40/273	16/190	-1.3578	-1.07598	1.73993
SRX5661981	TFs and others	VDR	Kidney	Kidney Cortex	1363	40/273	16/190	-1.3578	-1.07598	1.73993
SRX6578940	TFs and others	CTCF	Blood	CUTLL1	27305	40/273	16/190	-1.3578	-1.07598	1.73993
SRX813768	TFs and others	MED1	Adipocyte	SGBS	15973	40/273	16/190	-1.3578	-1.07598	1.73993
SRX092300	TFs and others	JUNB	Blood	K-562	7894	63/273	29/190	-1.35606	-1.07598	1.51194
SRX3789539	TFs and others	RUNX1	Blood	Acute myeloid leukemia	3079	65/273	62/190	-1.35584	-1.07598	0.729647
SRX4484988	TFs and others	ERG	Blood	SEM	50919	151/273	123/190	-1.35515	-1.07598	0.854403
SRX130609	TFs and others	BCOR	Blood	B cells	23940	102/273	89/190	-1.35336	-1.07598	0.797629
SRX5323900	TFs and others	STAT3	Breast	T-47D	34482	102/273	89/190	-1.35336	-1.07598	0.797629
SRX026659	TFs and others	ERG	Blood	Hematopoietic cells	1205	25/273	8/190	-1.35122	-1.07598	2.17491
SRX1041800	TFs and others	RUNX1	Blood	Jurkat	7021	25/273	8/190	-1.35122	-1.07598	2.17491
SRX1070162	TFs and others	AR	Breast	MDA-MB-453	20477	25/273	8/190	-1.35122	-1.07598	2.17491
SRX1492212	TFs and others	RUNX1	Blood	Jurkat	7020	25/273	8/190	-1.35122	-1.07598	2.17491
SRX1614808	TFs and others	ZNF366	Blood	Dendritic Cells	8622	25/273	8/190	-1.35122	-1.07598	2.17491
SRX2368894	TFs and others	FOXA2	Pluripotent stem cell	hESC derived endodermal cells	16876	25/273	8/190	-1.35122	-1.07598	2.17491
SRX2570613	TFs and others	SMC1A	Blood	HAP1	9952	25/273	8/190	-1.35122	-1.07598	2.17491
SRX2671806	TFs and others	EP300	Pluripotent stem cell	iPS cells	10602	25/273	8/190	-1.35122	-1.07598	2.17491
SRX2900154	TFs and others	SUZ12	Breast	CAL-51	725	25/273	8/190	-1.35122	-1.07598	2.17491
SRX2913028	TFs and others	FLI1	Bone	A-673	2589	25/273	8/190	-1.35122	-1.07598	2.17491
SRX3372020	TFs and others	ETV1	Digestive tract	GIST48	4963	25/273	8/190	-1.35122	-1.07598	2.17491
SRX347423	TFs and others	STAT3	Blood	OCI-LY-3	2114	25/273	8/190	-1.35122	-1.07598	2.17491
SRX392040	TFs and others	LMNB1	Lung	IMR-90	5815	25/273	8/190	-1.35122	-1.07598	2.17491
SRX3923510	TFs and others	FOXA1	Breast	MCF-7	16320	25/273	8/190	-1.35122	-1.07598	2.17491
SRX5251431	TFs and others	ESR1	Breast	T-47D	3385	25/273	8/190	-1.35122	-1.07598	2.17491
SRX5323813	TFs and others	ESR1	Breast	T-47D	4927	25/273	8/190	-1.35122	-1.07598	2.17491
SRX5574371	TFs and others	SPI1	Blood	Monocytes	4806	25/273	8/190	-1.35122	-1.07598	2.17491
SRX6578942	TFs and others	CTCF	Blood	CUTLL1	12037	25/273	8/190	-1.35122	-1.07598	2.17491
SRX6614753	TFs and others	CTCF	Lung	IMR-90	26573	25/273	8/190	-1.35122	-1.07598	2.17491
SRX6916369	TFs and others	CTCF	Kidney	iSLK	21960	25/273	8/190	-1.35122	-1.07598	2.17491
SRX7262875	TFs and others	EP300	Breast	ZR-75-1	11606	25/273	8/190	-1.35122	-1.07598	2.17491
SRX8616986	TFs and others	ESR1	Breast	AB555	5710	25/273	8/190	-1.35122	-1.07598	2.17491
SRX038664	TFs and others	CTCF	Lung	NHLF	9420	21/273	6/190	-1.351	-1.07598	2.4359
SRX10145208	TFs and others	REL	Blood	CD4+ T cells	1492	21/273	6/190	-1.351	-1.07598	2.4359
SRX1477649	TFs and others	Epitope tags	Lung	MRC-5	8663	21/273	6/190	-1.351	-1.07598	2.4359
SRX1492213	TFs and others	GATA3	Blood	Jurkat	13095	21/273	6/190	-1.351	-1.07598	2.4359
SRX1660877	TFs and others	TRIM25	Breast	Breast cancer cells	1309	21/273	6/190	-1.351	-1.07598	2.4359
SRX1787683	TFs and others	KMT2C	Breast	MCF-7	5727	21/273	6/190	-1.351	-1.07598	2.4359
SRX2245437	TFs and others	ZEB1	Pancreas	MIA Paca-2	1220	21/273	6/190	-1.351	-1.07598	2.4359
SRX2355077	TFs and others	RELA	Cardiovascular	HAEC	546	21/273	6/190	-1.351	-1.07598	2.4359
SRX3229181	TFs and others	FOXA1	Breast	Breast cancer	2936	21/273	6/190	-1.351	-1.07598	2.4359
SRX3288573	TFs and others	RNF2	Pluripotent stem cell	hESC H9	4159	21/273	6/190	-1.351	-1.07598	2.4359
SRX3541102	TFs and others	ESR1	Breast	MCF-7	6830	21/273	6/190	-1.351	-1.07598	2.4359
SRX4417535	TFs and others	BRD4	Pluripotent stem cell	hESC derived neural cells	1797	21/273	6/190	-1.351	-1.07598	2.4359
SRX471873	TFs and others	BRD4	Prostate	VCaP	2924	21/273	6/190	-1.351	-1.07598	2.4359
SRX5287706	TFs and others	ESR1	Breast	MCF-7	6999	21/273	6/190	-1.351	-1.07598	2.4359
SRX5574377	TFs and others	SPI1	Blood	Macrophages	5536	21/273	6/190	-1.351	-1.07598	2.4359
SRX6098144	TFs and others	TRPS1	Breast	MCF-7	3733	21/273	6/190	-1.351	-1.07598	2.4359
SRX6101127	TFs and others	NANOG	Pluripotent stem cell	hESC H9	22852	21/273	6/190	-1.351	-1.07598	2.4359
SRX6473448	TFs and others	Epitope tags	Pluripotent stem cell	hESC derived neural crests	5029	21/273	6/190	-1.351	-1.07598	2.4359
SRX673753	TFs and others	ESR1	Breast	MCF-7	5711	21/273	6/190	-1.351	-1.07598	2.4359
SRX8299814	TFs and others	CTR9	Bone	U2OS	839	21/273	6/190	-1.351	-1.07598	2.4359
SRX8336464	TFs and others	GATA4	Pluripotent stem cell	hESC derived pancreatic cells	8154	21/273	6/190	-1.351	-1.07598	2.4359
SRX8376366	TFs and others	ONECUT1	Pluripotent stem cell	hESC derived pancreatic cells	13387	21/273	6/190	-1.351	-1.07598	2.4359
SRX9674307	TFs and others	NR3C1	Pluripotent stem cell	iPSC derived hepatocytes	3045	21/273	6/190	-1.351	-1.07598	2.4359
SRX190264	TFs and others	CREB1	Liver	Hep G2	26190	148/273	121/190	-1.34874	-1.07598	0.85127
DRX013200	TFs and others	CTCF	Uterus	HeLa	16841	26/273	8/190	-1.34808	-1.07598	2.2619
SRX10881851	TFs and others	ARID1A	Kidney	G-401	2203	26/273	8/190	-1.34808	-1.07598	2.2619
SRX1961161	TFs and others	ESR1	Breast	T-47D	4445	26/273	8/190	-1.34808	-1.07598	2.2619
SRX212663	TFs and others	IRF1	Blood	Monocytes-CD14+	3571	26/273	8/190	-1.34808	-1.07598	2.2619
SRX2267441	TFs and others	BRD4	Epidermis	A-375	4629	26/273	8/190	-1.34808	-1.07598	2.2619
SRX2355059	TFs and others	ERG	Cardiovascular	HAEC	1826	26/273	8/190	-1.34808	-1.07598	2.2619
SRX2943597	TFs and others	ESR1	Breast	MCF-7	3008	26/273	8/190	-1.34808	-1.07598	2.2619
SRX359859	TFs and others	CTCF	Digestive tract	LoVo	9992	26/273	8/190	-1.34808	-1.07598	2.2619
SRX3946907	TFs and others	MED1	Others	Mesenchymal stem cells	3118	26/273	8/190	-1.34808	-1.07598	2.2619
SRX8468592	TFs and others	BRD4	Liver	HuH-7	2643	26/273	8/190	-1.34808	-1.07598	2.2619
SRX8616809	TFs and others	JUN	Lung	A549	365	26/273	8/190	-1.34808	-1.07598	2.2619
SRX9258677	TFs and others	CPSF3L	Kidney	293	1822	26/273	8/190	-1.34808	-1.07598	2.2619
SRX9674296	TFs and others	NR3C1	Pluripotent stem cell	iPSC derived hepatocytes	5238	26/273	8/190	-1.34808	-1.07598	2.2619
SRX968967	TFs and others	ESR1	Breast	MCF-7	6390	26/273	8/190	-1.34808	-1.07598	2.2619
DRX013211	TFs and others	RAD21	Breast	MCF-7	66	7/273	0/190	-1.34792	-1.07598	inf
DRX156329	TFs and others	MGMT	Neural	U-87 MG	113	7/273	0/190	-1.34792	-1.07598	inf
DRX156330	TFs and others	MGMT	Neural	U-87 MG	210	7/273	0/190	-1.34792	-1.07598	inf
DRX156331	TFs and others	MGMT	Neural	U-87 MG	195	7/273	0/190	-1.34792	-1.07598	inf
DRX156332	TFs and others	MGMT	Neural	U-87 MG	234	7/273	0/190	-1.34792	-1.07598	inf
ERX1149060	TFs and others	CTCF	Blood	MEG-01	335	7/273	0/190	-1.34792	-1.07598	inf
ERX1149075	TFs and others	CTCF	Blood	MEG-01	332	7/273	0/190	-1.34792	-1.07598	inf
ERX1149090	TFs and others	CTCF	Blood	MEG-01	328	7/273	0/190	-1.34792	-1.07598	inf
ERX1149105	TFs and others	CTCF	Blood	MEG-01	309	7/273	0/190	-1.34792	-1.07598	inf
ERX1149108	TFs and others	CTCF	Blood	HEL 92.1.7	163	7/273	0/190	-1.34792	-1.07598	inf
ERX1149120	TFs and others	CTCF	Blood	MEG-01	338	7/273	0/190	-1.34792	-1.07598	inf
ERX2242386	TFs and others	CHD8	Breast	Mammary epithelial cells	38	7/273	0/190	-1.34792	-1.07598	inf
ERX2242398	TFs and others	CHD8	Breast	Mammary epithelial cells	43	7/273	0/190	-1.34792	-1.07598	inf
ERX371663	TFs and others	BCL11A	Breast	Mammary epithelial cells	99	7/273	0/190	-1.34792	-1.07598	inf
ERX371678	TFs and others	BCL11A	Breast	Mammary epithelial cells	94	7/273	0/190	-1.34792	-1.07598	inf
ERX371697	TFs and others	BCL11A	Breast	Mammary epithelial cells	125	7/273	0/190	-1.34792	-1.07598	inf
ERX371708	TFs and others	BCL11A	Breast	Mammary epithelial cells	116	7/273	0/190	-1.34792	-1.07598	inf
ERX626786	TFs and others	SPI1	Blood	HL-60	1332	7/273	0/190	-1.34792	-1.07598	inf
ERX626789	TFs and others	SMC3	Blood	HL-60	314	7/273	0/190	-1.34792	-1.07598	inf
ERX626790	TFs and others	EP300	Blood	HL-60	253	7/273	0/190	-1.34792	-1.07598	inf
ERX626792	TFs and others	CTCF	Blood	U-937	51	7/273	0/190	-1.34792	-1.07598	inf
ERX626794	TFs and others	EP300	Blood	U-937	42	7/273	0/190	-1.34792	-1.07598	inf
ERX626815	TFs and others	SPI1	Blood	U-937	67	7/273	0/190	-1.34792	-1.07598	inf
ERX626825	TFs and others	SPI1	Blood	U-937	63	7/273	0/190	-1.34792	-1.07598	inf
ERX626829	TFs and others	GATA1	Blood	CHRF-288-11	170	7/273	0/190	-1.34792	-1.07598	inf
ERX626832	TFs and others	GATA1	Blood	CHRF-288-11	169	7/273	0/190	-1.34792	-1.07598	inf
ERX626835	TFs and others	GATA1	Blood	CHRF-288-11	128	7/273	0/190	-1.34792	-1.07598	inf
ERX626841	TFs and others	GATA1	Blood	CHRF-288-11	168	7/273	0/190	-1.34792	-1.07598	inf
ERX626844	TFs and others	GATA1	Blood	CHRF-288-11	166	7/273	0/190	-1.34792	-1.07598	inf
ERX626847	TFs and others	GATA1	Blood	CHRF-288-11	125	7/273	0/190	-1.34792	-1.07598	inf
ERX626857	TFs and others	SP1	Blood	HL-60	186	7/273	0/190	-1.34792	-1.07598	inf
ERX626870	TFs and others	SP1	Blood	HL-60	187	7/273	0/190	-1.34792	-1.07598	inf
ERX626874	TFs and others	EP300	Blood	HL-60	170	7/273	0/190	-1.34792	-1.07598	inf
SRX011576	TFs and others	EP300	Pluripotent stem cell	hESC H1	161	7/273	0/190	-1.34792	-1.07598	inf
SRX017901	TFs and others	RELA	Blood	GM18526	137	7/273	0/190	-1.34792	-1.07598	inf
SRX026637	TFs and others	RUNX1T1	Blood	Kasumi-1	277	7/273	0/190	-1.34792	-1.07598	inf
SRX026650	TFs and others	MethylCap	Blood	Acute myeloid leukemia	387	7/273	0/190	-1.34792	-1.07598	inf
SRX026904	TFs and others	TRIM24	Breast	MCF-7	14	7/273	0/190	-1.34792	-1.07598	inf
SRX027403	TFs and others	HSF1	Adipocyte	Adipocytes	47	7/273	0/190	-1.34792	-1.07598	inf
SRX028588	TFs and others	ZNF274	Blood	GM12878	90	7/273	0/190	-1.34792	-1.07598	inf
SRX039142	TFs and others	JUN	Breast	MCF-7	144	7/273	0/190	-1.34792	-1.07598	inf
SRX047081	TFs and others	EP300	Prostate	LNCAP	25	7/273	0/190	-1.34792	-1.07598	inf
SRX1011293	TFs and others	GFP	Liver	HuCCT1	200	7/273	0/190	-1.34792	-1.07598	inf
SRX10119379	TFs and others	STAT3	Breast	MCF 10A	478	7/273	0/190	-1.34792	-1.07598	inf
SRX10120196	TFs and others	Epitope tags	Lung	NCI-H1522	29	7/273	0/190	-1.34792	-1.07598	inf
SRX10120202	TFs and others	Epitope tags	Lung	NCI-H1522	17	7/273	0/190	-1.34792	-1.07598	inf
SRX1012637	TFs and others	EP300	Breast	MCF-7	132	7/273	0/190	-1.34792	-1.07598	inf
SRX1012699	TFs and others	PGR	Breast	MCF-7	273	7/273	0/190	-1.34792	-1.07598	inf
SRX1013341	TFs and others	CDK9	Liver	HuCCT1	408	7/273	0/190	-1.34792	-1.07598	inf
SRX10239006	TFs and others	ZNF589	Blood	HH514-16	72	7/273	0/190	-1.34792	-1.07598	inf
SRX10239007	TFs and others	ZNF589	Blood	HH514-16	64	7/273	0/190	-1.34792	-1.07598	inf
SRX10239456	TFs and others	YTHDC1	Breast	MCF-7	101	7/273	0/190	-1.34792	-1.07598	inf
SRX10239457	TFs and others	GFP	Breast	MCF-7	75	7/273	0/190	-1.34792	-1.07598	inf
SRX10239458	TFs and others	GFP	Breast	MCF-7	87	7/273	0/190	-1.34792	-1.07598	inf
SRX10239460	TFs and others	YTHDC1	Breast	MCF-7	71	7/273	0/190	-1.34792	-1.07598	inf
SRX10239461	TFs and others	YTHDC1	Breast	MCF-7	72	7/273	0/190	-1.34792	-1.07598	inf
SRX10239462	TFs and others	YTHDC1	Breast	MCF-7	94	7/273	0/190	-1.34792	-1.07598	inf
SRX10306507	TFs and others	AR	Prostate	LNCAP	552	7/273	0/190	-1.34792	-1.07598	inf
SRX1033284	TFs and others	AR	Prostate	LNCAP	218	7/273	0/190	-1.34792	-1.07598	inf
SRX10382408	TFs and others	DNMT3B	Pluripotent stem cell	hESC H1	282	7/273	0/190	-1.34792	-1.07598	inf
SRX10406210	TFs and others	Epitope tags	Uterus	HeLa	441	7/273	0/190	-1.34792	-1.07598	inf
SRX10499680	TFs and others	G-quadruplex	Bone	U2OS	195	7/273	0/190	-1.34792	-1.07598	inf
SRX1053958	TFs and others	HDAC2	Pluripotent stem cell	ES cells	53	7/273	0/190	-1.34792	-1.07598	inf
SRX107299	TFs and others	TAL1	Blood	T-ALL	14	7/273	0/190	-1.34792	-1.07598	inf
SRX10809338	TFs and others	PSIP1	Neural	DIPG7	100	7/273	0/190	-1.34792	-1.07598	inf
SRX10880532	TFs and others	HMGA2	Digestive tract	MKN-45	214	7/273	0/190	-1.34792	-1.07598	inf
SRX10881811	TFs and others	BRD7	Others	BT-16	341	7/273	0/190	-1.34792	-1.07598	inf
SRX1091020	TFs and others	ARNTL	Blood	NOMO-1	46	7/273	0/190	-1.34792	-1.07598	inf
SRX1091025	TFs and others	CLOCK	Blood	NOMO-1	53	7/273	0/190	-1.34792	-1.07598	inf
SRX1091030	TFs and others	CLOCK	Blood	NOMO-1	48	7/273	0/190	-1.34792	-1.07598	inf
SRX1094510	TFs and others	BRD4	Kidney	HEK293-T-REx	61	7/273	0/190	-1.34792	-1.07598	inf
SRX11014594	TFs and others	NAT10	Bone	U2OS	547	7/273	0/190	-1.34792	-1.07598	inf
SRX11078228	TFs and others	S100A10	Digestive tract	HCT 116	378	7/273	0/190	-1.34792	-1.07598	inf
SRX1116233	TFs and others	PROX1	Cardiovascular	HUVEC	291	7/273	0/190	-1.34792	-1.07598	inf
SRX1131599	TFs and others	PRDM14	Pluripotent stem cell	NCCIT	699	7/273	0/190	-1.34792	-1.07598	inf
SRX113586	TFs and others	CBX2	Kidney	293	124	7/273	0/190	-1.34792	-1.07598	inf
SRX11969038	TFs and others	FANCD2	Uterus	HeLa	286	7/273	0/190	-1.34792	-1.07598	inf
SRX123442	TFs and others	SMARCB1	Pluripotent stem cell	NCCIT	47	7/273	0/190	-1.34792	-1.07598	inf
SRX1268852	TFs and others	KDM5C	Kidney	Caki-1	882	7/273	0/190	-1.34792	-1.07598	inf
SRX1293070	TFs and others	FUS	Kidney	293	31	7/273	0/190	-1.34792	-1.07598	inf
SRX1293071	TFs and others	EWSR1	Kidney	293	37	7/273	0/190	-1.34792	-1.07598	inf
SRX130092	TFs and others	SMC1A	Pluripotent stem cell	hESC BG03	2239	7/273	0/190	-1.34792	-1.07598	inf
SRX130495	TFs and others	CBX3	Digestive tract	HCT 116	196	7/273	0/190	-1.34792	-1.07598	inf
SRX130496	TFs and others	CBX3	Digestive tract	HCT 116	243	7/273	0/190	-1.34792	-1.07598	inf
SRX1339015	TFs and others	AR	Breast	MDA-MB-453	191	7/273	0/190	-1.34792	-1.07598	inf
SRX144520	TFs and others	NFE2L2	Blood	Lymphoblastoid cell line	10	7/273	0/190	-1.34792	-1.07598	inf
SRX1491257	TFs and others	BRD4	Blood	CAL-1	690	7/273	0/190	-1.34792	-1.07598	inf
SRX150558	TFs and others	ZNF274	Blood	K-562	269	7/273	0/190	-1.34792	-1.07598	inf
SRX1514920	TFs and others	GFP	Kidney	293	277	7/273	0/190	-1.34792	-1.07598	inf
SRX1514928	TFs and others	GFP	Kidney	293	201	7/273	0/190	-1.34792	-1.07598	inf
SRX1514935	TFs and others	GFP	Kidney	293	287	7/273	0/190	-1.34792	-1.07598	inf
SRX1514943	TFs and others	GFP	Kidney	293	189	7/273	0/190	-1.34792	-1.07598	inf
SRX1514944	TFs and others	GFP	Kidney	293	2512	7/273	0/190	-1.34792	-1.07598	inf
SRX1514946	TFs and others	GFP	Kidney	293	213	7/273	0/190	-1.34792	-1.07598	inf
SRX1514957	TFs and others	GFP	Kidney	293	355	7/273	0/190	-1.34792	-1.07598	inf
SRX1514961	TFs and others	GFP	Kidney	293	155	7/273	0/190	-1.34792	-1.07598	inf
SRX1514965	TFs and others	GFP	Kidney	293	371	7/273	0/190	-1.34792	-1.07598	inf
SRX1514977	TFs and others	GFP	Kidney	293	607	7/273	0/190	-1.34792	-1.07598	inf
SRX1514986	TFs and others	GFP	Kidney	293	446	7/273	0/190	-1.34792	-1.07598	inf
